Time ,pitch,roll,yaw,X, Y,Z,VX,VY,VZ,Range_Up ,Range_Front,Range_Back,Range_Right,Range_Left,State
0.016958951950073,0,0,0,0,0,0.039108876138926,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
0.129186153411865,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
0.238428354263306,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
0.346289396286011,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
0.460562467575073,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
0.627393245697022,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
0.738258600234985,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
0.849960565567017,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
0.959075212478638,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
1.06526756286621,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
1.17488431930542,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
1.28226137161255,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
1.39520859718323,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
1.51102876663208,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
1.61936116218567,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
1.73644804954529,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
1.84815263748169,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
1.96828961372376,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
2.09351062774658,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
2.20252704620361,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
2.31634402275085,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
2.42960715293884,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
2.53886556625366,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
2.65294289588928,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
2.7596070766449,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
2.86867380142212,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
2.98604607582092,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
3.09763956069946,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
3.21156167984009,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
3.32241725921631,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
3.43542718887329,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
3.55252528190613,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
3.66391158103943,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
3.7817645072937,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
3.8904013633728,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
4.00050091743469,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
4.11070728302002,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
4.22076511383057,0,0,0,0,0,0.029140714555979,0,0,0,-1,6.34653425216676,1.68364071846008,2.73489475250248,2.216037273407, State.safe
